id,name,description,mun_red,CO_REGSAUD
2104701,Graça Aranha,Graça Aranha,210470,21012
2104800,Grajaú,Grajaú,210480,21004
2104909,Guimarães,Guimarães,210490,21011
2105005,Humberto de Campos,Humberto de Campos,210500,21013
2105104,Icatu,Icatu,210510,21013
2105153,Igarapé do Meio,Igarapé do Meio,210515,21014
2105203,Igarapé Grande,Igarapé Grande,210520,21010
2105302,Imperatriz,Imperatriz,210530,21008
2105351,Itaipava do Grajaú,Itaipava do Grajaú,210535,21004
2105401,Itapecuru Mirim,Itapecuru Mirim,210540,21009
2105427,Itinga do Maranhão,Itinga do Maranhão,210542,21001
2105450,Jatobá,Jatobá,210545,21015
2105476,Jenipapo dos Vieiras,Jenipapo dos Vieiras,210547,21004
2105500,João Lisboa,João Lisboa,210550,21008
2105609,Joselândia,Joselândia,210560,21012
2105658,Junco do Maranhão,Junco do Maranhão,210565,21019
2105708,Lago da Pedra,Lago da Pedra,210570,21010
2105807,Lago do Junco,Lago do Junco,210580,21010
2105906,Lago Verde,Lago Verde,210590,21002
2105922,Lagoa do Mato,Lagoa do Mato,210592,21015
2105948,Lago dos Rodrigues,Lago dos Rodrigues,210594,21010
2105963,Lagoa Grande do Maranhão,Lagoa Grande do Maranhão,210596,21010
2105989,Lajeado Novo,Lajeado Novo,210598,21008
2106003,Lima Campos,Lima Campos,210600,21010
2106102,Loreto,Loreto,210610,21003
2106201,Luís Domingues,Luís Domingues,210620,21019
2106300,Magalhães de Almeida,Magalhães de Almeida,210630,21006
2106326,Maracaçumé,Maracaçumé,210632,21019
2106359,Marajá do Sena,Marajá do Sena,210635,21002
2106375,Maranhãozinho,Maranhãozinho,210637,21019
2106409,Mata Roma,Mata Roma,210640,21006
2106508,Matinha,Matinha,210650,21018
2106607,Matões,Matões,210660,21017
2106631,Matões do Norte,Matões do Norte,210663,21009
2106672,Milagres do Maranhão,Milagres do Maranhão,210667,21006
2106706,Mirador,Mirador,210670,21015
2106755,Miranda do Norte,Miranda do Norte,210675,21009
2106805,Mirinzal,Mirinzal,210680,21011
2106904,Monção,Monção,210690,21014
2107001,Montes Altos,Montes Altos,210700,21008
2107100,Morros,Morros,210710,21013
2107209,Nina Rodrigues,Nina Rodrigues,210720,21009
2107258,Nova Colinas,Nova Colinas,210725,21003
2107308,Nova Iorque,Nova Iorque,210730,21015
2107357,Nova Olinda do Maranhão,Nova Olinda do Maranhão,210735,21019
2107407,Olho d'Água das Cunhãs,Olho d'Água das Cunhãs,210740,21002
2107456,Olinda Nova do Maranhão,Olinda Nova do Maranhão,210745,21018
2107506,Paço do Lumiar,Paço do Lumiar,210750,21016
2107605,Palmeirândia,Palmeirândia,210760,21018
2107704,Paraibano,Paraibano,210770,21015
2107803,Parnarama,Parnarama,210780,21017
2107902,Passagem Franca,Passagem Franca,210790,21015
2108009,Pastos Bons,Pastos Bons,210800,21015
2108058,Paulino Neves,Paulino Neves,210805,21006
2108108,Paulo Ramos,Paulo Ramos,210810,21002
2108207,Pedreiras,Pedreiras,210820,21010
2108256,Pedro do Rosário,Pedro do Rosário,210825,21011
2108306,Penalva,Penalva,210830,21018
2108405,Peri Mirim,Peri Mirim,210840,21011
2108454,Peritoró,Peritoró,210845,21007
2108504,Pindaré-Mirim,Pindaré-Mirim,210850,21014
2108603,Pinheiro,Pinheiro,210860,21011
2108702,Pio XII,Pio XII,210870,21014
2108801,Pirapemas,Pirapemas,210880,21009
2108900,Poção de Pedras,Poção de Pedras,210890,21010
2109007,Porto Franco,Porto Franco,210900,21008
2109056,Porto Rico do Maranhão,Porto Rico do Maranhão,210905,21011
2109106,Presidente Dutra,Presidente Dutra,210910,21012
2109205,Presidente Juscelino,Presidente Juscelino,210920,21013
2109239,Presidente Médici,Presidente Médici,210923,21019
2109270,Presidente Sarney,Presidente Sarney,210927,21011
2109304,Presidente Vargas,Presidente Vargas,210930,21009
2109403,Primeira Cruz,Primeira Cruz,210940,21013
2109452,Raposa,Raposa,210945,21016
2109502,Riachão,Riachão,210950,21003
2109551,Ribamar Fiquene,Ribamar Fiquene,210955,21008
2109601,Rosário,Rosário,210960,21013
2109700,Sambaíba,Sambaíba,210970,21003
2109759,Santa Filomena do Maranhão,Santa Filomena do Maranhão,210975,21012
2109809,Santa Helena,Santa Helena,210980,21011
2109908,Santa Inês,Santa Inês,210990,21014
2110005,Santa Luzia,Santa Luzia,211000,21014
2110039,Santa Luzia do Paruá,Santa Luzia do Paruá,211003,21019
2110104,Santa Quitéria do Maranhão,Santa Quitéria do Maranhão,211010,21006
2110203,Santa Rita,Santa Rita,211020,21013
2110237,Santana do Maranhão,Santana do Maranhão,211023,21006
2110278,Santo Amaro do Maranhão,Santo Amaro do Maranhão,211027,21013
2110302,Santo Antônio dos Lopes,Santo Antônio dos Lopes,211030,21012
2110401,São Benedito do Rio Preto,São Benedito do Rio Preto,211040,21009
2110500,São Bento,São Bento,211050,21018
2110609,São Bernardo,São Bernardo,211060,21006
2110658,São Domingos do Azeitão,São Domingos do Azeitão,211065,21015
2110708,São Domingos do Maranhão,São Domingos do Maranhão,211070,21012
2110807,São Félix de Balsas,São Félix de Balsas,211080,21003
2110856,São Francisco do Brejão,São Francisco do Brejão,211085,21001
2110906,São Francisco do Maranhão,São Francisco do Maranhão,211090,21017
2111003,São João Batista,São João Batista,211100,21018
2111029,São João do Carú,São João do Carú,211102,21014
2111052,São João do Paraíso,São João do Paraíso,211105,21008
2111078,São João do Soter,São João do Soter,211107,21005
2111102,São João dos Patos,São João dos Patos,211110,21015
2111201,São José de Ribamar,São José de Ribamar,211120,21016
2111250,São José dos Basílios,São José dos Basílios,211125,21012
2111300,São Luís,São Luís,211130,21016
2111409,São Luís Gonzaga do Maranhão,São Luís Gonzaga do Maranhão,211140,21002
2111508,São Mateus do Maranhão,São Mateus do Maranhão,211150,21007
2111532,São Pedro da Água Branca,São Pedro da Água Branca,211153,21001
2111573,São Pedro dos Crentes,São Pedro dos Crentes,211157,21003
2111607,São Raimundo das Mangabeiras,São Raimundo das Mangabeiras,211160,21003
2111631,São Raimundo do Doca Bezerra,São Raimundo do Doca Bezerra,211163,21010
2111672,São Roberto,São Roberto,211167,21010
2111706,São Vicente Ferrer,São Vicente Ferrer,211170,21018
2111722,Satubinha,Satubinha,211172,21014
2111748,Senador Alexandre Costa,Senador Alexandre Costa,211174,21012
2111763,Senador La Rocque,Senador La Rocque,211176,21008
2111789,Serrano do Maranhão,Serrano do Maranhão,211178,21011
2111805,Sítio Novo,Sítio Novo,211180,21008
2111904,Sucupira do Norte,Sucupira do Norte,211190,21015
2111953,Sucupira do Riachão,Sucupira do Riachão,211195,21015
2112001,Tasso Fragoso,Tasso Fragoso,211200,21003
2112100,Timbiras,Timbiras,211210,21007
2112209,Timon,Timon,211220,21017
2112233,Trizidela do Vale,Trizidela do Vale,211223,21010
2112274,Tufilândia,Tufilândia,211227,21014
2112308,Tuntum,Tuntum,211230,21012
2112407,Turiaçu,Turiaçu,211240,21011
2112456,Turilândia,Turilândia,211245,21011
2112506,Tutóia,Tutóia,211250,21006
2112605,Urbano Santos,Urbano Santos,211260,21009
2112704,Vargem Grande,Vargem Grande,211270,21009
2112803,Viana,Viana,211280,21018
2112852,Vila Nova dos Martírios,Vila Nova dos Martírios,211285,21001
2112902,Vitória do Mearim,Vitória do Mearim,211290,21009
2113009,Vitorino Freire,Vitorino Freire,211300,21002
2114007,Zé Doca,Zé Doca,211400,21019
2200053,Acauã,Acauã,220005,22009
2200103,Agricolândia,Agricolândia,220010,22004
2200202,Água Branca,Água Branca,220020,22004
2200251,Alagoinha do Piauí,Alagoinha do Piauí,220025,22009
2200277,Alegrete do Piauí,Alegrete do Piauí,220027,22009
2200301,Alto Longá,Alto Longá,220030,22004
2200400,Altos,Altos,220040,22004
2200459,Alvorada do Gurguéia,Alvorada do Gurguéia,220045,22002
2200509,Amarante,Amarante,220050,22004
2200608,Angical do Piauí,Angical do Piauí,220060,22004
2200707,Anísio de Abreu,Anísio de Abreu,220070,22006
2200806,Antônio Almeida,Antônio Almeida,220080,22007
2200905,Aroazes,Aroazes,220090,22010
2200954,Aroeiras do Itaim,Aroeiras do Itaim,220095,22009
2201002,Arraial,Arraial,220100,22011
2201051,Assunção do Piauí,Assunção do Piauí,220105,22001
2201101,Avelino Lopes,Avelino Lopes,220110,22002
2201150,Baixa Grande do Ribeiro,Baixa Grande do Ribeiro,220115,22007
2201176,Barra D'Alcântara,Barra D'Alcântara,220117,22010
2201200,Barras,Barras,220120,22003
2201309,Barreiras do Piauí,Barreiras do Piauí,220130,22002
2201408,Barro Duro,Barro Duro,220140,22004
2201507,Batalha,Batalha,220150,22003
2201556,Bela Vista do Piauí,Bela Vista do Piauí,220155,22008
2201572,Belém do Piauí,Belém do Piauí,220157,22009
2201606,Beneditinos,Beneditinos,220160,22004
2201705,Bertolínia,Bertolínia,220170,22011
2201739,Betânia do Piauí,Betânia do Piauí,220173,22009
2201770,Boa Hora,Boa Hora,220177,22001
2201804,Bocaina,Bocaina,220180,22009
2201903,Bom Jesus,Bom Jesus,220190,22002
2201919,Bom Princípio do Piauí,Bom Princípio do Piauí,220191,22005
2201929,Bonfim do Piauí,Bonfim do Piauí,220192,22006
2201945,Boqueirão do Piauí,Boqueirão do Piauí,220194,22001
2201960,Brasileira,Brasileira,220196,22003
2201988,Brejo do Piauí,Brejo do Piauí,220198,22011
2202000,Buriti dos Lopes,Buriti dos Lopes,220200,22005
2202026,Buriti dos Montes,Buriti dos Montes,220202,22001
2202059,Cabeceiras do Piauí,Cabeceiras do Piauí,220205,22001
2202075,Cajazeiras do Piauí,Cajazeiras do Piauí,220207,22008
2202083,Cajueiro da Praia,Cajueiro da Praia,220208,22005
2202091,Caldeirão Grande do Piauí,Caldeirão Grande do Piauí,220209,22009
2202109,Campinas do Piauí,Campinas do Piauí,220210,22008
2202117,Campo Alegre do Fidalgo,Campo Alegre do Fidalgo,220211,22006
2202133,Campo Grande do Piauí,Campo Grande do Piauí,220213,22009
2202174,Campo Largo do Piauí,Campo Largo do Piauí,220217,22003
2202208,Campo Maior,Campo Maior,220220,22001
2202251,Canavieira,Canavieira,220225,22011
2202307,Canto do Buriti,Canto do Buriti,220230,22011
2202406,Capitão de Campos,Capitão de Campos,220240,22003
2202455,Capitão Gervásio Oliveira,Capitão Gervásio Oliveira,220245,22006
2202505,Caracol,Caracol,220250,22006
2202539,Caraúbas do Piauí,Caraúbas do Piauí,220253,22005
2202554,Caridade do Piauí,Caridade do Piauí,220255,22009
2202604,Castelo do Piauí,Castelo do Piauí,220260,22001
2202653,Caxingó,Caxingó,220265,22005
2202703,Cocal,Cocal,220270,22005
2202711,Cocal de Telha,Cocal de Telha,220271,22001
2202729,Cocal dos Alves,Cocal dos Alves,220272,22005
2202737,Coivaras,Coivaras,220273,22004
2202752,Colônia do Gurguéia,Colônia do Gurguéia,220275,22002
2202778,Colônia do Piauí,Colônia do Piauí,220277,22008
2202802,Conceição do Canindé,Conceição do Canindé,220280,22008
2202851,Coronel José Dias,Coronel José Dias,220285,22006
2202901,Corrente,Corrente,220290,22002
2203008,Cristalândia do Piauí,Cristalândia do Piauí,220300,22002
2203107,Cristino Castro,Cristino Castro,220310,22002
2203206,Curimatá,Curimatá,220320,22002
2203230,Currais,Currais,220323,22002
2203255,Curralinhos,Curralinhos,220325,22004
2203271,Curral Novo do Piauí,Curral Novo do Piauí,220327,22009
2203305,Demerval Lobão,Demerval Lobão,220330,22004
2203354,Dirceu Arcoverde,Dirceu Arcoverde,220335,22006
2203404,Dom Expedito Lopes,Dom Expedito Lopes,220340,22009
2203420,Domingos Mourão,Domingos Mourão,220342,22003
2203453,Dom Inocêncio,Dom Inocêncio,220345,22006
2203503,Elesbão Veloso,Elesbão Veloso,220350,22010
2203602,Eliseu Martins,Eliseu Martins,220360,22002
2203701,Esperantina,Esperantina,220370,22003
2203750,Fartura do Piauí,Fartura do Piauí,220375,22006
2203800,Flores do Piauí,Flores do Piauí,220380,22011
2203859,Floresta do Piauí,Floresta do Piauí,220385,22008
2203909,Floriano,Floriano,220390,22011
2204006,Francinópolis,Francinópolis,220400,22010
2204105,Francisco Ayres,Francisco Ayres,220410,22011
2204154,Francisco Macedo,Francisco Macedo,220415,22009
2204204,Francisco Santos,Francisco Santos,220420,22009
2204303,Fronteiras,Fronteiras,220430,22009
2204352,Geminiano,Geminiano,220435,22009
2204402,Gilbués,Gilbués,220440,22002
2204501,Guadalupe,Guadalupe,220450,22011
2204550,Guaribas,Guaribas,220455,22006
2204600,Hugo Napoleão,Hugo Napoleão,220460,22004
2204659,Ilha Grande,Ilha Grande,220465,22005
2204709,Inhuma,Inhuma,220470,22010
2204808,Ipiranga do Piauí,Ipiranga do Piauí,220480,22009
2204907,Isaías Coelho,Isaías Coelho,220490,22008
2205003,Itainópolis,Itainópolis,220500,22009
2205102,Itaueira,Itaueira,220510,22011
2205151,Jacobina do Piauí,Jacobina do Piauí,220515,22009
2205201,Jaicós,Jaicós,220520,22009
2205250,Jardim do Mulato,Jardim do Mulato,220525,22004
2205276,Jatobá do Piauí,Jatobá do Piauí,220527,22001
2205300,Jerumenha,Jerumenha,220530,22011
2205359,João Costa,João Costa,220535,22006
2205409,Joaquim Pires,Joaquim Pires,220540,22003
2205458,Joca Marques,Joca Marques,220545,22003
2205508,José de Freitas,José de Freitas,220550,22004
2205516,Juazeiro do Piauí,Juazeiro do Piauí,220551,22001
2205524,Júlio Borges,Júlio Borges,220552,22002
2205532,Jurema,Jurema,220553,22006
2205540,Lagoinha do Piauí,Lagoinha do Piauí,220554,22004
2205557,Lagoa Alegre,Lagoa Alegre,220555,22004
2205565,Lagoa do Barro do Piauí,Lagoa do Barro do Piauí,220556,22006
2205573,Lagoa de São Francisco,Lagoa de São Francisco,220557,22003
2205581,Lagoa do Piauí,Lagoa do Piauí,220558,22004
2205599,Lagoa do Sítio,Lagoa do Sítio,220559,22010
2205607,Landri Sales,Landri Sales,220560,22011
2205706,Luís Correia,Luís Correia,220570,22005
2205805,Luzilândia,Luzilândia,220580,22003
2205854,Madeiro,Madeiro,220585,22003
2205904,Manoel Emídio,Manoel Emídio,220590,22011
2205953,Marcolândia,Marcolândia,220595,22009
2206001,Marcos Parente,Marcos Parente,220600,22011
2206050,Massapê do Piauí,Massapê do Piauí,220605,22009
2206100,Matias Olímpio,Matias Olímpio,220610,22003
2206209,Miguel Alves,Miguel Alves,220620,22004
2206308,Miguel Leão,Miguel Leão,220630,22004
2206357,Milton Brandão,Milton Brandão,220635,22003
2206407,Monsenhor Gil,Monsenhor Gil,220640,22004
2206506,Monsenhor Hipólito,Monsenhor Hipólito,220650,22009
2206605,Monte Alegre do Piauí,Monte Alegre do Piauí,220660,22002
2206654,Morro Cabeça no Tempo,Morro Cabeça no Tempo,220665,22002
2206670,Morro do Chapéu do Piauí,Morro do Chapéu do Piauí,220667,22003
2206696,Murici dos Portelas,Murici dos Portelas,220669,22005
2206704,Nazaré do Piauí,Nazaré do Piauí,220670,22011
2206753,Nossa Senhora de Nazaré,Nossa Senhora de Nazaré,220675,22001
2206803,Nossa Senhora dos Remédios,Nossa Senhora dos Remédios,220680,22003
2206902,Novo Oriente do Piauí,Novo Oriente do Piauí,220690,22010
2206951,Novo Santo Antônio,Novo Santo Antônio,220695,22001
2207009,Oeiras,Oeiras,220700,22008
2207108,Olho D'Água do Piauí,Olho D'Água do Piauí,220710,22004
2207207,Padre Marcos,Padre Marcos,220720,22009
2207306,Paes Landim,Paes Landim,220730,22011
2207355,Pajeú do Piauí,Pajeú do Piauí,220735,22011
2207405,Palmeira do Piauí,Palmeira do Piauí,220740,22002
2207504,Palmeirais,Palmeirais,220750,22004
2207553,Paquetá,Paquetá,220755,22009
2207603,Parnaguá,Parnaguá,220760,22002
2207702,Parnaíba,Parnaíba,220770,22005
2207751,Passagem Franca do Piauí,Passagem Franca do Piauí,220775,22004
2207777,Patos do Piauí,Patos do Piauí,220777,22009
2207793,Pau D'Arco do Piauí,Pau D'Arco do Piauí,220779,22004
2207801,Paulistana,Paulistana,220780,22009
2207850,Pavussu,Pavussu,220785,22011
2207900,Pedro II,Pedro II,220790,22003
2207934,Pedro Laurentino,Pedro Laurentino,220793,22011
2207959,Nova Santa Rita,Nova Santa Rita,220795,22011
2208007,Picos,Picos,220800,22009
2208106,Pimenteiras,Pimenteiras,220810,22010
2208205,Pio IX,Pio IX,220820,22009
2208304,Piracuruca,Piracuruca,220830,22003
2208403,Piripiri,Piripiri,220840,22003
2208502,Porto,Porto,220850,22003
2208551,Porto Alegre do Piauí,Porto Alegre do Piauí,220855,22011
2208601,Prata do Piauí,Prata do Piauí,220860,22010
2208650,Queimada Nova,Queimada Nova,220865,22009
2208700,Redenção do Gurguéia,Redenção do Gurguéia,220870,22002
2208809,Regeneração,Regeneração,220880,22004
2208858,Riacho Frio,Riacho Frio,220885,22002
2208874,Ribeira do Piauí,Ribeira do Piauí,220887,22011
2208908,Ribeiro Gonçalves,Ribeiro Gonçalves,220890,22007
2209005,Rio Grande do Piauí,Rio Grande do Piauí,220900,22011
2209104,Santa Cruz do Piauí,Santa Cruz do Piauí,220910,22009
2209153,Santa Cruz dos Milagres,Santa Cruz dos Milagres,220915,22010
2209203,Santa Filomena,Santa Filomena,220920,22002
2209302,Santa Luz,Santa Luz,220930,22002
2209351,Santana do Piauí,Santana do Piauí,220935,22009
2209377,Santa Rosa do Piauí,Santa Rosa do Piauí,220937,22008
2209401,Santo Antônio de Lisboa,Santo Antônio de Lisboa,220940,22009
2209450,Santo Antônio dos Milagres,Santo Antônio dos Milagres,220945,22004
2209500,Santo Inácio do Piauí,Santo Inácio do Piauí,220950,22008
2209559,São Braz do Piauí,São Braz do Piauí,220955,22006
2209609,São Félix do Piauí,São Félix do Piauí,220960,22010
2209658,São Francisco de Assis do Piauí,São Francisco de Assis do Piauí,220965,22008
2209708,São Francisco do Piauí,São Francisco do Piauí,220970,22011
2209757,São Gonçalo do Gurguéia,São Gonçalo do Gurguéia,220975,22002
2209807,São Gonçalo do Piauí,São Gonçalo do Piauí,220980,22004
2209856,São João da Canabrava,São João da Canabrava,220985,22009
2209872,São João da Fronteira,São João da Fronteira,220987,22003
2209906,São João da Serra,São João da Serra,220990,22001
2209955,São João da Varjota,São João da Varjota,220995,22008
2209971,São João do Arraial,São João do Arraial,220997,22003
2210003,São João do Piauí,São João do Piauí,221000,22006
2210052,São José do Divino,São José do Divino,221005,22003
2210102,São José do Peixe,São José do Peixe,221010,22011
2210201,São José do Piauí,São José do Piauí,221020,22009
2210300,São Julião,São Julião,221030,22009
2210359,São Lourenço do Piauí,São Lourenço do Piauí,221035,22006
2210375,São Luis do Piauí,São Luis do Piauí,221037,22009
2210383,São Miguel da Baixa Grande,São Miguel da Baixa Grande,221038,22010
2210391,São Miguel do Fidalgo,São Miguel do Fidalgo,221039,22011
2210409,São Miguel do Tapuio,São Miguel do Tapuio,221040,22001
2210508,São Pedro do Piauí,São Pedro do Piauí,221050,22004
2210607,São Raimundo Nonato,São Raimundo Nonato,221060,22006
2210623,Sebastião Barros,Sebastião Barros,221062,22002
2210631,Sebastião Leal,Sebastião Leal,221063,22007
2210656,Sigefredo Pacheco,Sigefredo Pacheco,221065,22001
2210706,Simões,Simões,221070,22009
2210805,Simplício Mendes,Simplício Mendes,221080,22008
2210904,Socorro do Piauí,Socorro do Piauí,221090,22011
2210938,Sussuapara,Sussuapara,221093,22009
2210953,Tamboril do Piauí,Tamboril do Piauí,221095,22011
2210979,Tanque do Piauí,Tanque do Piauí,221097,22008
2211001,Teresina,Teresina,221100,22004
2211100,União,União,221110,22004
2211209,Uruçuí,Uruçuí,221120,22007
2211308,Valença do Piauí,Valença do Piauí,221130,22010
2211357,Várzea Branca,Várzea Branca,221135,22006
2211407,Várzea Grande,Várzea Grande,221140,22010
2211506,Vera Mendes,Vera Mendes,221150,22009
2211605,Vila Nova do Piauí,Vila Nova do Piauí,221160,22009
